Brand,Comments,Labels
Easypaisa,yr easypaisa wala ne mere account se rupe le lia hai madical k naam par koi bata sakta hai,Negative
Easypaisa,easypaisa no working,Negative
Easypaisa,lol daraz always shows this error,Negative
Easypaisa,easypaisa walo ya kia problem hai bahi,Negative
Easypaisa,wow attractive easy k sath lazez ha ,Positive
Easypaisa,muhjy easypaisa say mintus nahi mil rahy,Negative
Easypaisa,i love telenor,Positive
Easypaisa, din sy inbox kar raha kabhi ya karo kabhi ya batao kabhi wo karo agr aaj mara msla hall nhi howa to i parmant off occont good by zong and easypaisa,Negative
Easypaisa,fazool tareen network hai ya mein ny helpline py call ki us ny be batmezi ki katha ap ny phone py device create means ky clone mein kha be rhaa ho nh ki to kathy hours wait kro fazool tareen hai ic sy acha banday jazz cash kr lay,Very Negative
Easypaisa,i could not get rs extra cash back plz post in my account as soon as possible,Negative
Easypaisa,wow ,Positive
Easypaisa,main ny bandle purchase kiya mjy cashback nh milaa,Negative
Easypaisa,easypaisa its so slow respond and service,Negative
Easypaisa,easypaisa is not just quality it s same quantity ,Positive
Easypaisa,i love telenor ,Positive
Easypaisa,not help full,Negative
Easypaisa,bara begharat kisam ka network hy ajj friend ko invite kia oss ny accept kr k self load bhi kia magar mujhy reward bhi nhi dia aur mera account bhi hours kliye block kr diya bary begharat hoo,Very Negative
Easypaisa,plz needed help help line continued busy i withdraw money from atm transaction can t completed but the money dedicated from my account,Negative
Easypaisa,providing best service,Positive
Easypaisa,bara begharat kisam ka network hy ajj friend ko invite kia oss ny accept kr k self load bhi kia magar mujhy reward bhi nhi dia aur mera account bhi hours kliye block kr diya bary begharat hoo lanat be shumar,Very Negative
Easypaisa,great stuff and get back great ,Very Positive
Easypaisa,no scene of cashback ,Negative
Easypaisa,yummy,Positive
Easypaisa,get error code esb during money send to bank what s the problem,Negative
Easypaisa,ye konsi service provide kr rhe he ap log mera easy paisa account block he ap k call center p cl ki sari info unho me maangi maine di pedaishi zilla pocha maine kamber shahdadkot btaya to osne kaha ye nhi aa rha to maine kaha meri n i c p mera pedaishi zilla yehi likha huwa he jo bta rha ho to osne kaha n i c p zilla nhi likha hota aur ye keh k call kaat di,Negative
Easypaisa,money transfer nahi ho rahy ghanta ho gaya kya problm hai bar bar likha hua araha hai system busy,Negative
Easypaisa,what is easypaisa direct unable to purchase,Negative
Easypaisa,order tu ho gaya dekhtay ab order milta ya ni and hope to win in sha allah ,Positive
Easypaisa,hope to win inshallah ,Positive
Easypaisa,bad experience ,Negative
Easypaisa,hope to win inshallah ,Positive
Easypaisa,hope win ,Positive
Easypaisa,done hope to win ,Positive
Easypaisa,inshallah i will win,Positive
Easypaisa,inshaallah hope to win,Positive
Easypaisa,in sha allah in sha allah i will win ,Positive
Easypaisa,good offer,Positive
Easypaisa,pehly to wo winner announce karo jo month pehly rs ki game k naam pe logo ko loota or abi tak winner nhi announce kiya shame on you,Very Negative
Easypaisa,yi pin kio block karti ho ganti ki bad ni kolta,Negative
Easypaisa,hope ,Positive
Easypaisa,sir i have tried many times but this problem is not solving transaction error again and again,Very Negative
Easypaisa, din sa apna issue bta raha ha answer tak nahi dy rahy,Negative
Easypaisa,with easypaisa everything is easy now ,Positive
Easypaisa,payment error ,Negative
Easypaisa,i sent money to my friend and he did easyload on his lwn number but i did not get any cash back,Negative
Easypaisa,third class network poor services koi problem solve nhi hoti ka recharge kia zong sim pe balance nnahi aya ros ros pe rabta kia solve na kar sake pta ko inform kia complant nomber khazrat na easypaisa se mila he nahi aur feedback ke lie complant nomber b send karte hain aur star laine kelie call b karty hain ye ha n aik musalman mulk aur karendy ye en ki dughla sestam aur dughle funkar ,Very Negative
Easypaisa,congratulations and best of luck next time ,Positive
Easypaisa,hop to win next time and congratulations to the winers of easypaisa,Positive
Easypaisa,congratulatios,Positive
Easypaisa,best lucky next time,Positive
Easypaisa,congratulations to ,Positive
Easypaisa,jhut hy mjhy kch nh mela,Very Negative
Easypaisa,bad luck,Negative
Easypaisa,ye app pershan krti ha bhai account block kr deya waja kio b nai ha,Negative
Easypaisa,jhot muje to din sa zyada hogya refund nhi mila,Negative
Easypaisa,kbi b nh hm ny win kiya har bar m apply kiya h bkwss krty hn jhuty,Very Negative
Easypaisa,mra account hi ni shi chal rha b,Negative
Easypaisa,varey good,Positive
Easypaisa,mjhy recve to nh huvy accnt to mra mention kr dea,Negative
Easypaisa, ,Positive
Easypaisa,sir merr pass se zyada pesy parhy hoye hain or mjhy daily zong minutes nhi mil rhi ,Negative
Easypaisa,easypaisa v bad bank my account is blocked easypaisa ,Very Negative
Easypaisa,fake i just received rs and they deducted it from my account without any intimation or information,Negative
Easypaisa,easypaisa not working,Negative
Easypaisa,bawaks easypaisa jis time se mn is app ko use kar raha ho abe tak to kuch nhi mila mojh ko albta hum se boht liya hai kabe atm card pay kabe insurance to kabe free doctor ka bol k peysa niklwa ta hai plz in se baj k raho,Negative
Easypaisa,i have not received my cashback yet after submitting issue respose is zero ,Very Negative
Easypaisa,ap log bht jhot nh bolty bolty mob my rkho roz mint milygy mene rakhy h ek mint bh nh mila ,Very Negative
Easypaisa,kisi winner ny aa kr kabhi tasdeek ki yeha pr shaed nhi or ho bhi nhi sakty,Negative
Easypaisa,bkwas mene months se k account me rakhe hai kuch howa ni,Negative
Easypaisa,all transactions errors why this nonsense ,Negative
Easypaisa,sab fraud bhu winner jis ko aesa koi prize mila ho toh social media pr bataye na aa kr,Very Negative
Easypaisa,chor company mere pese to de do month ho gae mere pese abi tk die ni tm logon ne dosron ko bewaqoof bna rhy ho,Negative
Easypaisa,pata nhi ye kon log jo iphone bhi win karty ha lac bhi win karty hume tou aj tak easypaisa sy rupay bui muft ka nhi mila jub ke her scheme me participate karta hun,Negative
Easypaisa,bht br mery sth kia h aisa pkg kro amount kat jata h or pkg bh nh hota call krk bolo to bolty apko wps mil jayegi pey pr nh mili ,Negative
Easypaisa,congratulations kaleemullah,Positive
Easypaisa,goog,Positive
Easypaisa,congratulations to winners,Positive
Easypaisa,this account is not open please can you help me i am use this account only one device,Positive
Easypaisa,ye ka masala ha,Negative
Easypaisa,congratulations ambreen ,Positive
Easypaisa,cool ,Positive
Easypaisa,congratulations to the winer of easypaisa lucky winner ,Positive
Easypaisa,congratulations amreen i am already winer iphone zilla rahim yar kahn say ,Positive
Easypaisa,wow ,Positive
Easypaisa,humim to invet ka kuch bhi ni mil raha hsi,Negative
Easypaisa,i use only one account in my mobile and when i deposited in my account from that day my easy paisa a c is blocked by telenore easy paisa without any reason,Negative
Easypaisa,i have send money to jazz cash account amount in my easy pasa account was deducted but jazz case accoount holder not receive money,Negative
Easypaisa,i never saw a person on your page who claim he she wins any of your rewards kha sy aty hein ye log kn hein ye log wondering ,Negative
Easypaisa,congratulations ,Positive
Easypaisa,great offer iphone,Positive
Easypaisa,easypaisa is the best app in telenor pakistan ,Positive
Easypaisa,wah g good ho gaya,Positive
Easypaisa,maine ka loan lya tha agli bar or charges barhte rahen tak ho gya hai loan me pay karta tha to kisi se udhar le kar or jo rakam agli milti thi wo charges me chali jati meri zindagi haram ho gai hai sood ka bojh hai roz msg aate hain me kya karu koi bhai meri help karo,Negative
Easypaisa,easypaisa account update kardaya h version h daily rewards ko ja select karnya ka leaya ja open karty h to sekreen per koash n aata h call centre per b kai bar bat k h per masla hal n howa ,Negative
Easypaisa,wel done,Positive
Easypaisa,mera easypaisa app se daily reward work ni kr raha plz isy masly ko hal kren,Negative
Easypaisa,what the f k is this easypaisa not working on daraz,Very Negative
Easypaisa,na call ki awaz arhe he na signal na net chal rhe he opar se easypaisa account se mb band phr mints dety thye wo band kar deya phr ab cashback dety thye thousand pe rupe ab wo bara ka thousand pe de rhye he bakwas network jhoty log he ya ,Very Negative
Easypaisa,open my account which is blocked by easypaisa without any information complaint many times on helpline also send details inbox also but no action taken yet,Very Negative
Easypaisa, account create kai kuch nhi mila bqwas easipaisa,Very Negative
Easypaisa,sir mere pese rupees kate lete bend kro r jo kate waps kro,Negative
Easypaisa,maine ka load kiya lekin sirf rupees ka cashback mila,Negative
Easypaisa,ony rs always you give fraud to other ,Negative
Easypaisa,i have invited my friend today he accepted my invite registered and made a self load of given rs by easypaisa account opening reward i did not receive any invitation reward for a succesfull invite selfload tid ,Negative
Easypaisa,janab may nay october may account banaya or kal may nay self load rs kia lakin kuch bhi nahi mila mera no ,Negative
Easypaisa,i have done load today butt did not recieve any cash back,Negative
Easypaisa, wonderful ,Positive
Easypaisa,great app ever,Positive
Easypaisa,easypaisa is everything easy now ,Positive
Easypaisa,jhot hai maine do account pe self load kiya cash back nahi mila,Negative
Easypaisa,thank u my problem has been resolved,Positive
Easypaisa,purany customers ko thainga,Negative
Easypaisa,very good app,Very Positive
Easypaisa,im time selfload but no cashback,Negative
Easypaisa,not good give to all customers,Negative
Easypaisa,i did transaction of selfload worth rs but not received the reward of this cashback offer i also contacted you in your dm but you re not replying there also ,Negative
Easypaisa,cashback nh mila jhot bolty ho ap sab froud h bhai m ny account october ko bnaya hy,Very Negative
Easypaisa,wow secure online booking and money cash back from easypaisa,Positive
Easypaisa,i didnt get ,Negative
Easypaisa,zabrdast offer,Positive
Easypaisa,ab ye kia mazak ha load he ni ho ra telenor ka no pa,Negative
Easypaisa,daraz par code nahi a raha payment karta waqt kindly solve it,Negative
Easypaisa,enjoyment service of easypaisa,Positive
Easypaisa,easypasa doesn t reply the details asked for any inquiries i have called messaged them more than a week no reply received no email address no phone number is available,Negative
Easypaisa,good iphone offer,Positive
Easypaisa,thanks the great service and money transfer sample way ,Positive
Easypaisa,why error na money arhi h na ja ri h where is my money i snd details inbox,Negative
Easypaisa,easypaisa ka network to tek kar lo pala jabi to easypaisa mega offer istamal karay gay na din say bank transfer kar ra ho error aay ra ha link down kindly cheek after sometimes ,Negative
Easypaisa,payment ee pay nahi horai sir,Negative
Easypaisa,i got it ,Positive
Easypaisa,ho e ni rahi payment,Negative
Easypaisa,daraz one rupee game was just a fraud i played it many times but they refunded me back there was no reason said i bought every day one thing of rupee game but i was refunded why is that,Negative
Easypaisa,dear easypaisa my complaint has been resolved but you still didn t return my money plz take a look at that asap otherwise i will take some legal actions thank u ,Negative
Easypaisa,i pay a bill on easypaisa but easypaisa not give me rs cash back very bad check and tell me ,Negative
Easypaisa,easy pesa great waqi easy pesa walon ny jazz cash walon ki baja di hey ,Positive
Easypaisa,ye kehtay hay say balance zyada ho to daily zong minutes miltay hay daily halanki aisa nahe mujay din milay pir bnd hogayay may bath kr rahe hoti hon aor msg ajata hay balance khtm aik b free minute nahe mila,Negative
Easypaisa,ap logo ke number pe call q nahi ho rahi cash back q nahi de rahe i think ab easypaisa bhi fraud ban gaya hai ,Negative
Easypaisa,easypaisa sy payment nhi ho rhi draz sy shopping krni lekin payment nhi ho rhi please solve this issue,Negative
Easypaisa,easypaisa wala scammers hein maira k kha gay hein inki app ko report karo,Negative
Easypaisa,awesome iphone offer,Positive
Easypaisa,no one get reward,Negative
Easypaisa,worst app ever,Very Negative
Easypaisa,nice app thanks easypaisa,Positive
Easypaisa,pathetic sever response my ac has been blocked for hours while trying to open the app several times,Very Negative
Easypaisa,ab bkws hoti ja rhi hai ye app q k ab paise deposit b krwao to uper chargers lte hai,Very Negative
Easypaisa,this error is showing again and again although i haven t linked my card,Negative
Easypaisa,yr ye kia issue hai bhai fix kro isy,Negative
Easypaisa,after st november easypaisa app become the worst app whenever i try to transfer money to any bank account it shows an error you can t do this transaction at this moment please try again later what the hell is this ,Very Negative
Easypaisa, for easypesa winners ,Positive
Easypaisa,one of the worst app ever they blocked my app,Very Negative
Easypaisa,congratulations for easypaisa winners best of luck for next time ,Positive
Easypaisa,sb sy bakwas services hain in ki aug sy debit card order kiya huwa ha abi tk nai mila or transaction k liye b din wait krna prta ha,Very Negative
Easypaisa,my atm is not working even i activated ,Negative
Easypaisa,my easypaisa is also not working,Negative
Easypaisa,sir kuch din sy mery free mints nhi a rhy blance maintain h transaction b ki hain lakin free minute nhi a rhy,Negative
Easypaisa,we don t a cept that results it s time to say goodbye easypaisa,Very Negative
Easypaisa,first of all i will tell that where is that people and why these people aren t comment here fraud day by day on a new procedure,Negative
Easypaisa,very intresting app,Positive
Easypaisa,coco cola ke winners to announce krty nhi ho,Negative
Easypaisa,easy pasa not good response,Negative
Easypaisa,easypaisa started to remove the offers not listens the complaints not call back for any issue everytime their system remains busy ,Negative
Easypaisa,mghe to oct wali offer k b nahi bhaijy cashback it s all scam so don t use this false type of advertising follow jazzcash,Negative
Easypaisa, saal say use kar raha ho aj tak ek toffee tak mile nahi ,Negative
Easypaisa,ye sub jhoot hai me saal sy easy paisa account istemal kar raha ho mujy ajj tak koi rupe inam nhi mila aor mery account me har waqt paise hoty hai,Negative
Easypaisa,kisi ko lack milaa bhi hai ya srf ese hee drama ,Negative
Easypaisa, account chal raha dosray mobile me magar mera zati mobile block hay only emergency call only emie number b ghayb kardiya hay mobile se pe call b kiya kehtay hain hum sirf app block kartay bhain mobile nahi,Negative
Easypaisa,i m winner of rs twice ,Positive
Easypaisa,one day i have rs next morning rs they deducted my money always,Negative
Easypaisa,meny sey bi zeyada friends ko invite kiya account banwaya mujy aaj tak kch bi nh mela,Negative
Easypaisa,bakwas ha coke ka promo coad bas dafa he chalta ha kya,Very Negative
Easypaisa,bakwas and jhoot,Very Negative
Easypaisa,congratulations guys,Positive
Easypaisa,easypaisa blocked my account without any information very disappointed,Very Negative
Easypaisa,itne time se ordrr kia ha debit crd ne aya abhi tk,Negative
Easypaisa,yeh log chor hn mary rupy kat lye hn bilawaja,Very Negative
Easypaisa,ye error q arha hai,Negative
Easypaisa,ar ma money send kron to snd ni hori erooor code arha ha ,Negative
Easypaisa,yi ki doka hin kih abi tak ni open hota,Negative
Easypaisa,cashback mjy nhi ml rahai,Negative
Easypaisa,bad service ever in pakistan no responding to customer ,Very Negative
Easypaisa,what the issue sender account is not active,Negative
Easypaisa,easypaisa is everything easy now,Positive
Easypaisa,you should check with daraz easypaisa payment method isn t working i just attempted to pay twice using this offer thanks,Negative
Easypaisa,thank you very much you have saved my monthly ,Positive
Easypaisa, superb ,Positive
Easypaisa,worst app i have purchased my jazz bundle it is not activated on my sim ,Very Negative
Easypaisa,not received cash back also inbox issue but no response from telenor since daya poor quality services,Very Negative
Easypaisa,you are every offers only new user why,Negative
Easypaisa, gb milta hy jhoot mat bolen,Negative
Easypaisa,check ur ib and reply kl se wait krwa rkha ha reply k liye itni slow service ha,Very Negative
Easypaisa,sab se barda choor easypaisa hai,Very Negative
Easypaisa,inbox krain to reply ni krty qq,Negative
Easypaisa,no cashback on transfer from bank,Negative
Easypaisa,application not working properly remove bugs everybody suffering ,Negative
Easypaisa,easypaisa is getting worst day by day even i m also not satisfied from them even i m using it till now now every second person is annoyed on their policy they should be ashamed even haha reaction is greater on them by day to day ,Very Negative
Easypaisa,i cannot pay with easypasisa already complained but not responding,Negative
Easypaisa,amazing ,Positive
Easypaisa,i got rupees cashback during campaign thanku easy paisa,Positive
Easypaisa,easypaisa k sms aty hain k self load per cash back upto rs load krny per koi cashback nahi milta sab baqwas ha,Negative
Easypaisa,fazool,Negative
Easypaisa,easypaisa can t solve my issue very bad experience check my inbox easypaisa,Very Negative
Easypaisa,i hv not been receving daily mints from easypaisa account though i hv more than thousands in my account ,Negative
Easypaisa,very bad easypaisa now you have to choose between free minutes and daily cashback and not posting free minutes automatically you had to use your account once in a month and now you have to make a transaction for daily minutes or cashback first you increased the minimum balance limit reduced free minutes from to and now this,Very Negative
Easypaisa,bundle active krte hue still error arha hai,Negative
Easypaisa,ajeeb drama ha yar app update ki ha tu mint milna khatm ho gy week se zyada ho gy ni mil ry,Very Negative
Easypaisa,bhai ya bus time waste kart hain or reward bhi nhe data hain wast of time easypaisa and bkwss app,Negative
Easypaisa,koi bhi esaypaisa mein pasay na rakhe jiske acount mein pasay hongy who acont bolock kr daty hai aik mera aur aik meri waife ka aur aik mery doust ka acount bolock kr diya hai khamkha ab telenor bank waly kahety hain apke acont mein pasy pary hain eslye hum acount unbolock nahein kr skty ager apky acont mein pasay na hoty to hum apka acunt aik mint mein activ kr daty ajeeb haram khor hain,Very Negative
Easypaisa,extremely poor feedback pl check inbox ,Very Negative
Easypaisa,phely ye msg ata h se phr is num se call ati h dokandar ne galti se apke ps bhej dia h wps kr din me abdula bat kr rha hon i called recoding today so pls is fraud se bachin easypaisa noted pls i send screen shot pls check,Negative
Easypaisa,bill jb bhi krna cahoo nae paid hota ki tarha ki service hai ye,Negative
Easypaisa,jo bi pkg bejho ya blnc bejho gnte bat ye kiya msla he as trh koe bi use nh kre ga easypaisa,Negative
Easypaisa, month guzer gai mera debit card ni araha br helpline per shikayat bhi darj krwai phr bhi no response any solution ,Negative
Easypaisa,yhe kia baqwas karte hai easypaisa app wale weak sy mujhe free mints ni male rahe hazar ka balance hai mery account ma guide main,Very Negative
Easypaisa,all the management of the easypasa disqualified making lame excuse didn t provide free minutes nor cash back requests to the all members those who re having easypasa account please remove all amounts from your epasa account and uninistall this v bad application as like me done,Very Negative
Easypaisa,fake lag rha hy yeh easy paisa qk mai kab se bills or load krha ho koi cash back nhi ata ,Very Negative
Easypaisa,sb sy bakwas services hain in ki aug sy debit card order kiya huwa ha abi tk nai mila or transaction k liye b din wait krna prta ha,Very Negative
Easypaisa,easypaisa app is very good app,Positive
Easypaisa,chor hain esaypaisa waly acount khamkh bolock kr deaty hain esmein koi pasay na rakhe plz bacho insay frraod krty hain mera aur meriwaif aur mery aik doust ka acont bolock kr diya hai ab halplin waly bolty hain apna orgnal cnic k sath telenor bank jao aur who haramkhor kahety hain apke acont mein pasay pary hain hum apka acont active nahein kr sktty ager apke acount mein pasay na hoty ti hum aik mint mein active kr dayty,Very Negative
Easypaisa,wow great,Very Positive
Easypaisa,sb sy bakwas services hain in ki aug sy debit card order kiya huwa ha abi tk nai mila or transaction k liye b din wait krna prta ha,Very Negative
Easypaisa,congratulations to all four members of easypaisa staff in advance ,Positive
Easypaisa,easy paisa call tou picke kroo yarr ya baap mara gia tumhara,Negative
Easypaisa,baqi multan or lahore waly or baqi city waly easypaisa account band kr dain chalana yeh khyna chaty hain kia easpaisa waly ap,Negative
Easypaisa,please don t order easypaisa debit card in ke service itni gandi hai k maah sy order keya hua hai lakin aaj tk ni mila or jb bhe cal kro to wohe old story k sir din main mil jay ga m jazz user hon or galti kr le easypaisa account bna kr ,Very Negative
Easypaisa,ghatiya coutmer service month ho geya complaint ko per koi jawab nahi deta,Very Negative
Easypaisa,mere roz k rupees kate lete hen wo to bnd krwa do plz,Negative
Easypaisa,mere roz rupees kate lete bend kro plz,Negative
Easypaisa,mera acont unbolok kro haram n khao sharam kro,Very Negative
Easypaisa,abe help line p baat ki to ka balance khtm ho gya but baat tk nh kii help line walo ny,Negative
Easypaisa,chor hain esaypaisa walay mera acount khamkhah bolock kr diya hai ab khol nahein jab k ban aur franchaic chakr laga choka hon aur stetmint bhi day aaya hon bas compny pasay khany k chakr mein hai,Very Negative
Easypaisa,why my app is not working,Negative
Easypaisa,yew log aik number ka furad han jhota han bach ka transection ke different account ma aj nov ka kuch nai mila masg kiya dekh kar ab seen nai kar raha no furadiya han yew,Very Negative
Easypaisa,koi aik bnda bhi nahi aisa jis ne jeet k comment kia ho saray inaam khlai makhlook jeet jati h,Negative
Easypaisa,mery aur bhi doston k acount bolck kr diye ha koi banda esypaisa ac mein pasay na rakhe plz,Negative
Easypaisa,still not receive cashback of rs no response from easypaisa ,Negative
Easypaisa,meri account open b nhe ho rha ha blanc b pora ha free minutes b nhe mil rhy kindly check kr k cnfrm kr dain help line pa contact nhe ho rha,Negative
Easypaisa,i have complained about cash back but no response,Negative
Easypaisa,worst experience ever i faced from last days whenever i sent money from meezan bank app to easypaisa app that take hours to transfer ,Very Negative
Easypaisa,sir mere easy paisa account se jazz cash per transfer nhi horhi money din se,Negative
Easypaisa,invite ka koi cash back nh mla reg bi karwaya transaction bi karwai,Negative
Easypaisa,salam sir mene easy paisa account pe ik friend invite kia he mujhe us ke paise nhe mile,Negative
Easypaisa,sir app kam he nhe kar raha hai kindly inbox me,Negative
Easypaisa,no number avelibale help line,Negative
Easypaisa,mujhe free mints nhi mil rhe zong number par amount b moojod hy bar bar complain b ki pr masla hal nhi howa,Negative
Easypaisa,no reply from easy paisa,Negative
Easypaisa,what a great,Positive
Easypaisa,reply kyun nhi derhe,Negative
Easypaisa,fake ha mein code apply kr k purchase kiya but koi discount nhi mila,Negative
Easypaisa,easy paisa faruad hay minute nov se ik dam khatam kar deye hain,Very Negative
Easypaisa,shame on easypaisa,Very Negative
Easypaisa,what s problem with easy paisa app i am non telenor user,Negative
Easypaisa,kuch bhe nahe hoyas is app main bkwas,Very Negative
Easypaisa,easypaisa ne zong free mins offer khatm kr di hai balnace rakhny pe bycott easypaisa by giving star on google play store,Very Negative
Easypaisa,youtube to chalta hi nahi is offer ko lgany sy,Negative
Easypaisa, ,Very Negative
Easypaisa,check this transaction fraudsters i have send to bank account and it doesn t receive in hours what is this and for what we use this dull app ,Very Negative
Easypaisa,easypaisa wala fraud kar raha hein diffrent ways k sath or helpline wala koi help nai karta jin accounts mein balance ha unko block kar daita hein so don t put money in this app you will lose your money,Very Negative
Easypaisa,great jazz monthly social offer b available kro app pe keep it up ,Very Positive
Easypaisa, nd november wala cashback nai dia tum easypiasa walo ne bhot hi kameene or begerat kisam ki company he lanat he easypiasa walo par,Very Negative
Easypaisa,cashback is now only drama because select onnet minutes or cashback wfc ,Negative
Easypaisa,cashback nhe de raha qr pa easypaisa shame on you easypasia,Negative
Easypaisa,pury pakistan main offer lao bhai ye rawalpindi islamabad kya lagaya howa ha,Negative
Easypaisa,it s been more than hours still haven t receive cashback,Negative
Easypaisa,cashback to dety nhi nd nov ka bola tha ab tk nhi mila film,Negative
Easypaisa,cashback nahi dety capmlint karro tu details le kar inbox main jawab nahi dety choro,Negative
Easypaisa,fake lag rha hy yeh easy paisa qk mai lab se bills or load krha ho koi cash back nhi ata ,Negative
Easypaisa,mai koi bhi bill pay krta ho mujhe cash back q nhi milta ,Negative
Easypaisa,easy pasia farud system hy ,Very Negative
Easypaisa,update version is worst,Very Negative
Easypaisa,koea faida ni multan location walo ko qr banwa ka,Negative
Easypaisa,not receive my cashback,Negative
Easypaisa,kuch sharam kro inbox mien jvb du tang kr ke rakh dya hy plz,Negative
Easypaisa,jhoot he hota hai inka bewakoof banate logon ko dete kuch nai,Negative
Easypaisa,a o a mere easypaisa account main see zyada balance ha but muj free mins receive nai horahe ,Negative
GulahmedFashion,beautiful stuff ,Positive
GulahmedFashion,i like it,Positive
GulahmedFashion,why are the unstitched sizes of most of your shirts only meters i thought it was supposed to be meters at least,Negative
GulahmedFashion,i got my all dresses what i ordered thanku soo much excellent stuff,Very Positive
GulahmedFashion,just wow,Positive
GulahmedFashion,hmmm good,Positive
GulahmedFashion,no i look cutest person while weepng ,Positive
GulahmedFashion,link open ni hu re,Negative
GulahmedFashion,link not working,Negative
GulahmedFashion,true some hackers use your web page pic n they receives our sms l don t know how but we realize when we receive wrong thing,Negative
GulahmedFashion,i always like the page you display and wish you good luck,Positive
GulahmedFashion,gul ahmed never compromise on quality always satisfy thr customer no comparison of its fabric wth any other brand i got my beautiful parcels loved it,Positive
GulahmedFashion,this dress is beautiful but not in collection i want this same one,Positive
GulahmedFashion,maa shaallah nice colour nice dress,Positive
GulahmedFashion,waooooo,Positive
GulahmedFashion,this article is pretty and colour ,Positive
GulahmedFashion,best quality fabrics i like it,Positive
GulahmedFashion,the best brand in pakistan gul ahmed,Very Positive
GulahmedFashion,koi response he nhi milta ,Negative
GulahmedFashion,thnx gul ahmad,Positive
GulahmedFashion,nice dress,Positive
GulahmedFashion,waoooo,Positive
GulahmedFashion,thankgod gul ahmed is open today waiting to shop from there,Positive
GulahmedFashion,thank god ,Positive
GulahmedFashion,not available on website,Negative
GulahmedFashion,can t find it on site,Negative
GulahmedFashion,beautiful dresses,Positive
GulahmedFashion,vare naice,Positive
GulahmedFashion,very nice ,Very Positive
GulahmedFashion,not available on websites or online ,Negative
GulahmedFashion,very nice ,Positive
GulahmedFashion,love these,Positive
GulahmedFashion,goodmorning have a good day,Positive
GulahmedFashion,received my order thanks all are beautiful ,Very Positive
GulahmedFashion,nice color,Positive
GulahmedFashion,nice clothes plz price bhe sath mention kar diya karein,Positive
GulahmedFashion,nic dress,Positive
GulahmedFashion,hm oder dete hn pr koi acept nhi krta,Negative
GulahmedFashion,gul ahmed this kaaj collection stolen my heart ,Very Positive
GulahmedFashion,impressive,Positive
GulahmedFashion,gul ahmed is best brand best quality ,Very Positive
GulahmedFashion,online mngwaya tha dress nov ko order kia tha abi tk deliver ni hua ,Negative
GulahmedFashion,mostly sale products are not available on your bahawalpur outlet,Negative
GulahmedFashion,awesome collection by gul ahmed,Positive
GulahmedFashion,beautiful collection,Positive
GulahmedFashion,beautiful collection by gul ahmed,Positive
GulahmedFashion,v nic,Positive
GulahmedFashion,this dress is not found in website,Negative
GulahmedFashion,this design is not found at ur page,Negative
GulahmedFashion,this artical not found on your given link,Negative
GulahmedFashion,very nice ,Positive
GulahmedFashion,beautiful design,Positive
GulahmedFashion,beautiful colours ,Positive
GulahmedFashion,zabrdast,Very Positive
GulahmedFashion,wow ,Positive
GulahmedFashion,zabrdst,Very Positive
GulahmedFashion,awesome online service nd products thanx,Very Positive
GulahmedFashion,the great winter sale,Positive
GulahmedFashion,long live changazis ,Positive
GulahmedFashion,i love gul ahmed love from nepal ,Very Positive
GulahmedFashion, ,Positive
GulahmedFashion,i like her acting,Positive
GulahmedFashion,so beautiful ,Positive
GulahmedFashion,not show online,Negative
GulahmedFashion,very nice collection ,Positive
GulahmedFashion,very nice shirts ye models ko kiyia hoa ha ,Positive
GulahmedFashion,pix seedha khara kr k nhi ley skte thy har model theriii,Negative
GulahmedFashion,beautiful collection ms,Positive
GulahmedFashion, gul ahmed the name of style and standard ,Positive
GulahmedFashion,wow ,Positive
GulahmedFashion,not available in this link,Negative
GulahmedFashion,nice price,Positive
GulahmedFashion,stunning collection,Positive
GulahmedFashion,so good ,Positive
GulahmedFashion,oh thanks ,Positive
GulahmedFashion,dresses luvrz ,Positive
GulahmedFashion,one green shawl dress is not available sold out or upcoming article,Negative
GulahmedFashion,i appreciate for your beautiful activities you are always the best the all product is wonderful i bought many dresses from this brand mashallah keep it up ,Very Positive
GulahmedFashion,i am in just love with gul ahmad brand i used to try only this for me there is nothing much better than this keep it like u r doing ,Very Positive
GulahmedFashion, is great,Positive
GulahmedFashion,thanks ,Positive
GulahmedFashion,oder delivery kitny din tk ho jati apki mjhy abhi tk received ni hoya one week ho chuka,Negative
GulahmedFashion,so beautiful,Very Positive
GulahmedFashion,red one is the best,Positive
GulahmedFashion,the place is looking v nice and peaceful where gul ahmad shoot,Positive
GulahmedFashion,masha allah nice,Positive
GulahmedFashion,i appreciate for your beautiful activities you are always the best the all product is wonderful ,Very Positive
GulahmedFashion,excellent designs what s price range,Very Positive
GulahmedFashion,beautiful design and price,Very Positive
GulahmedFashion,beautiful dress colours and designs ,Very Positive
GulahmedFashion,v nice colors beautiful collection best of luck for the future ,Very Positive
GulahmedFashion,nice collection,Positive
GulahmedFashion,amazing collection kamal ker dia,Very Positive
GulahmedFashion,nyc collection,Positive
GulahmedFashion,wow supr hit prints,Very Positive
GulahmedFashion,nice collecrion pp each suit,Positive
GulahmedFashion,price is not showing is this new arrival thanks,Negative
GulahmedFashion,most of the articles are not available,Negative
GulahmedFashion,beautiful please priz,Positive
GulahmedFashion,ayesha ali mughal check kr bohatt alla collection hy ,Very Positive
GulahmedFashion,very nice dress,Positive
GulahmedFashion,v nice design,Positive
GulahmedFashion,amazing colours,Positive
