Brand,comments,,,
stormfiber,Haziq Chauhan,,,
stormfiber,Hasan Ahmed,,,
stormfiber,Yr hamari traf bhi aa jao please 🙏,,,
stormfiber,Saqlain Haider mubarak ho,,,
stormfiber,Bhai humaray area mai bhi ajaen,,,
stormfiber,Zain Abbas,,,
stormfiber,Syed Kazim Jamal Maaz Ali,,,
stormfiber,Saad Muhammad Syed,,,
stormfiber,Zain Ehtesham,,,
stormfiber,"Check your inbox, please.",,,
stormfiber,North Karachi sector 5/c-4 Mai kab Tak aao gy?,,,
stormfiber,Waiting for the invoice now,,,
stormfiber,Adeel Ahmed all invoices are automatically generated sir,,,
stormfiber,Khanpur kpk Mai service ha,,,
stormfiber,Hasnain Haider not yet,,,
stormfiber,Yahoo,,,
stormfiber,Pls call me need connection at saadi town,,,
stormfiber,Saqib Usman please inbox your number sir,,,
stormfiber,Can you guide how to avail your service? I got ask someone who said he represent storm fiber in saadi town . He said installation will be after 15 days of payment?,,,
stormfiber,Muhammad Usman Khan yes please. You can also inbox us your number,,,
stormfiber,Karachi New Nazimabad service kb la rhy ho,,,
stormfiber,Naimat Niazi not yet,,,
stormfiber,Are you providing your services in safoora secheme 33 sector 38A,,,
stormfiber,M Hammad Ijaz please inbox,,,
stormfiber,It's available in nazimabad ?,,,
stormfiber,which block ?,,,
stormfiber,Bufferzone,,,
stormfiber,"Rizwan Co-operative Housing Society, Scheme 33??",,,
stormfiber,Sumaira Banglows for God's sake!!,,,
stormfiber,Shoiab Shoaib Abbas,,,
stormfiber,Syed Abdul Moiz,,,
stormfiber,"Bhai 28 july ko payment kari hay, 2 weeks ka kaha hay ap logon ne, 14 august tk karden ge?",,,
stormfiber,Saadi town cnfrm?,,,
stormfiber,When will it available in Islamabad...,,,
stormfiber,Welcome,,,
stormfiber,"Masha Allah..
Pr F.B Area block-9 m nae ayega ap bs😡",,,
stormfiber,Long awaited,,,
stormfiber,"Muhammad Taha
Adeel Ahmad Rajput
Best hai ye sab se",,,
stormfiber,Ammar Ahmed,,,
stormfiber,Syed Shaharyar Wadood,,,
stormfiber,Shaheryar Nazim,,,
stormfiber,I want connection,,,
stormfiber,I need connection.,,,
stormfiber,Mubashir HussainSarim Hussain,,,
stormfiber,Just bought it today.,,,
stormfiber,Discovery Channel,,,
stormfiber,When will PTCL go away ?,,,
stormfiber,Is strome fibre availible in peshawar,,,
stormfiber,Ąhmăď Yes sir. Please inbox us your number,,,
stormfiber,Please give me total connection charges+ proceadure,,,
stormfiber,"Ameen Sadiq, check inbox.",,,
stormfiber,Lahore Ravi road Mai is coverage hai,,,
stormfiber,Great service must try,,,
stormfiber,StormFiber 3000 for single device ? No line rent ? No upgrade of previous package required?,,,
stormfiber,Waqas Jawaid yes if it’s your first HD box and you are already using triple play services with analog tv,,,
stormfiber,"I need connection
Please guide",,,
stormfiber,i need connnection,,,
stormfiber,How many MBs connection?,,,
stormfiber,"Please inbox us with your city and contact number, we will have our representative to call and guide you.",,,
stormfiber,Usman Sarwar,,,
stormfiber,I have been using their utmost services since 2 years with no complain. Best Fiber Optic of PAKISTAN. WOULD RECOMMEND TO ALL MY FAMILY N FRIENDS,,,
stormfiber,"Thank you very much i love storm fiber
Salman from D block",,,
stormfiber,Yellow Storm needed ...,,,
stormfiber,Saad,,,
stormfiber,Faryad Ali,,,
stormfiber,Please Come To Noorpur 🙄,,,
stormfiber,Noted.,,,
stormfiber,Indeed a best service Storm Fiber is. Very good ping and fast browsing. 👍,,,
stormfiber,Muhammad Huzaim Asghar tera area?,,,
stormfiber,Hamza Ishaq ye lagwa le,,,
stormfiber,Come in F Asap😞❤️,,,
stormfiber,Qasim Ali,,,
stormfiber,Hamza Asghar yeh lagwate hain,,,
stormfiber,عید مبارک محترم,,,
stormfiber,Amil colony main available hai city gate k aage?,,,
stormfiber,"Sweet and soothing tune, would like to set it as morning bell. :)",,,
stormfiber,Kashif Sohail,,,
stormfiber,Fb area block 16 khi ?? Wanna order connection,,,
stormfiber,Maryam Irfan,,,
stormfiber,Faizan Shariff,,,
stormfiber,Muhammad Umair a ki cheax ha,,,
stormfiber,Syed Zain Ahmad Gardezi Hamza Ayub,,,
stormfiber,Available in north Karachi,,,
stormfiber,Husnain Masood,,,
stormfiber,Owais Ur Rehman Uzair Ghufran,,,
stormfiber,Rameez Ahmed,,,
stormfiber,Wht about shahdara lahore ???,,,
stormfiber,Abdur Rafay,,,
stormfiber,Internet is down as usual,,,
stormfiber,"I have already 10 Mbps package, can I have this promotion..?",,,
stormfiber,R u covering entire Lahore?,,,
stormfiber,Can you inbox us your area please?,,,
stormfiber,Yar ye 999 Mein hoga ya or tax b hogay iske saat,,,
stormfiber,Adv Tanveer Mughal,,,
stormfiber,need to install at Gulzar e hijri scheme 33 sector 15a,,,
stormfiber,How much only for one hd box?,,,
stormfiber,Sheraz Mufti please inbox your number sir,,,
stormfiber,Nazimabad No 3,,,
stormfiber,Ali Sohail please inbox your number sir,,,
stormfiber,How to contact u?,,,
stormfiber,Asad Shakil you can drop us a message with your registered number and area sir,,,
stormfiber,"10mb + HD box, price?",,,
stormfiber,Zaheer Iqbal Naru Inboxed sir,,,
stormfiber,"WHEN WILL YOU COME IN BLOCK B/4, WAPDA TOWN MAIN LAHORE ???",,,
stormfiber,There won't be monthly charges for it StormFiber?,,,
stormfiber,Syed Ibad not on the first box sir,,,
stormfiber,sheikhupura k lya b ha,,,
stormfiber,Dalazak Road Shinwari Saray Anwarabad Available,,,
stormfiber,Hassan Alam lagwale. Worth it.,,,
stormfiber,HD box channels?,,,
stormfiber,Please send me upgrade Packages ???,,,
stormfiber,Umer Awan,,,
stormfiber,Complete details about HD box I am already customer,,,
stormfiber,6mb Internet price inbox me,,,
stormfiber,Apply now Arbaz Alam Sohaib Alam,,,
stormfiber,Interested,,,
stormfiber,Sanam Khatak please inbox us your number,,,
stormfiber,"Interested
A Block Gulshan-e-Ravi Lahore

Chauburji Park B block Lahore

Both houses waiting for ur service",,,
stormfiber,What about new connection?,,,
stormfiber,Ghulam Rasool Afridi please inbox your number and address,,,
stormfiber,Hareem Zahid Shaikh lgwa lo,,,
stormfiber,Channel list mile jaye kon kon say channel ha kindly send,,,
stormfiber,Haji Muhammad Fayaz Niazi please inbox your number and request sir,,,
stormfiber,Lahore near shalamar bagh??,,,
stormfiber,Mohid Butt please inbox us your complete address and number sir,,,
stormfiber,when u start your services in fb area block 14,,,
stormfiber,Muhammad Zakir Ghauri will announce once we are live in the said area,,,
stormfiber,Why new connections are in pending,,,
stormfiber,Please inbox us your number and will check a,,,
stormfiber,"Strangely, I am not getting a response or reply from StormFiber.",,,
stormfiber,Please start your service in northern Lahore,,,
stormfiber,complete address ?,,,
stormfiber,Kindly attend complaint no109404364686. Complaint made yesterday.,,,
stormfiber,Let us check,,,
stormfiber,I want remote ......? Bcoz old one is damaged...how can I get one.??,,,
stormfiber,Please inbox us your registered number,,,
stormfiber,Is your service available in Defence View Phase 2 Near Iqra University?,,,
stormfiber,Marsad Saleemi please inbox your number,,,
stormfiber,Syed Hamza Ali,,,
stormfiber,Gujrwala city m available h Strom fiber?,,,
stormfiber,Nouman Ali yes sir please inbox us your number,,,
stormfiber,Faisalabad office address? StormFiber,,,
stormfiber,Engr Ahsan please inbox us your number,,,
stormfiber,Pls share the channel list,,,
stormfiber,Saadi town ma kab ae ga,,,
stormfiber,Please share the list of channels available,,,
stormfiber,Junaid Rana please inbox your request sir,,,
stormfiber,Mubashir Hussain Sarim Hussain,,,
stormfiber,Imaduddin S M,,,
stormfiber,Marikina city,,,
stormfiber,Plz provides us in rawalpindi Pirwadhi,,,
stormfiber,Done,,,
stormfiber,Best Louck,,,
stormfiber,Is it available in mansehra,,,
stormfiber,Wht about monthly charges of HD box ?,,,
stormfiber,First box charges are built in your triple play package,,,
stormfiber,FB area block 21 ?,,,
stormfiber,Mohammad Bilal bhai is ka kia seen ha,,,
stormfiber,Hamza Sheikh,,,
stormfiber,Usman Yousaf,,,
stormfiber,Is it available in nowshere,,,
stormfiber,Not yet,,,
stormfiber,Internet ki kiya price he ??,,,
stormfiber,Kindly expand your area in lahore sites. Thanks because Wi-Tribe is farag now.,,,
stormfiber,Asif Agha Naeem Ahmed Ursani,,,
stormfiber,Adam Ali get this,,,
stormfiber,Board tajabad peshawar hamay chahyee,,,
stormfiber,Please inbox your number,,,
stormfiber,Plz bring this in okara.a lot of subscribers are waiting here.,,,
stormfiber,Syed Muhammad Zohair,,,
stormfiber,Zubair Kashif,,,
stormfiber,Abe Walton ay ni 2 saal pehle pocha tha 😅,,,
stormfiber,Areeb Ahmad,,,
stormfiber,We have to pay more bill? For this? Or this is one time payment?,,,
stormfiber,What are the advantages of ur HD box,,,
stormfiber,Can i get this on current package or upgrading package is necessary ?,,,
stormfiber,Upgrading is mandatory,,,
stormfiber,Sheikh Shehryar,,,
stormfiber,"Best wishes for you guys... using this internet right now in gujranwala...so far best results

say big No to PTCL",,,
stormfiber,When will our area get coverage?,,,
stormfiber,Did the company provide their own bandwidth?,,,
stormfiber,Haris Ijaz,,,
stormfiber,Sajjad Saleem,,,
stormfiber,When Will you be available in Tariq garden,,,
stormfiber,Is it mansoorah ittafaqe town?,,,
stormfiber,Usama Waheed,,,
stormfiber,Which Government employee housing society? PGSHF?,,,
stormfiber,"Mujahid town, old Shujabad road py bi ly aye service plzzz",,,
stormfiber,We eagerly demand for it.,,,
stormfiber,Muhammad Fasih,,,
stormfiber,kindly start your services in ghaziabad Multan.,,,
stormfiber,"Rafay Rehman
Muhammad Usama Any comments?",,,
stormfiber,Mustajab Siyal aap ko meri dill ki ghariyon se mubarak,,,
stormfiber,Fayaz ALi Baloch,,,
stormfiber,"It is only in big cities
We are still struggling with PTCL 🥺",,,
stormfiber,Hassan Arain,,,
stormfiber,StormFiber Thanks to you I can replace it with PTCL.,,,
stormfiber,Falak Laghari,,,
stormfiber,Thank you!!!!,,,
stormfiber,🙄,,,
stormfiber,Almas,,,
stormfiber,FarZan Meer II hai bhai 🤣,,,
stormfiber,I have a normal storm fiber TV connection. How can I upgrade if to TV box,,,
stormfiber,Ameen park bund lahore mein aap ki services hai,,,
stormfiber,Contact me,,,
stormfiber,Ur number,,,
stormfiber,Polsat k channels h hd me or 170+ h channels 200+ ni,,,
stormfiber,Hadi Majid 😂😂😂,,,
stormfiber,Best internet service provider. Thank you StormFiber,,,
stormfiber,Thank you so much for your appreciation. Such encouragement keeps us going.,,,
stormfiber,hd box wala hai yahan koi?,,,
stormfiber,"This is nat is awesome speed and download 👌👌🚀🚀👌
StormFiber is better for ptcl",,,
stormfiber,Abdullah Ahmed Syed Umair Kazmi,,,
stormfiber,Asaad Faruqui,,,
stormfiber,Makhdoom Kamran Ahmad,,,
stormfiber,Muhammad Maarij,,,
stormfiber,Mohammad Amir Khan,,,
stormfiber,No internet since evening.no one receive phone on helpline,,,
stormfiber,Raza Abbas Page,,,
stormfiber,Asa Bizenjo,,,
stormfiber,Saadi Town Scheme 33 ??,,,
stormfiber,dear aap ki service sachal goth k liye mil sakti he,,,
stormfiber,"Tasleem Jawaid, thanks. Forwarded to the concerned.",,,
stormfiber,Nasar Usmani Faisalabad chala ja 😂,,,
stormfiber,"Whoever is ur graphic designer..

He is the best",,,
stormfiber,Do you offer 5mb package?,,,
stormfiber,Abdullah Ahmed,,,
stormfiber,Osama Fahim 🤔,,,
stormfiber,Syed Mohammad Hunain,,,
stormfiber,Nazir Shah,,,
stormfiber,Muhammad Adeel Ahmed,,,
stormfiber,Farogh Ahmed see,,,
stormfiber,Shafay Adil,,,
stormfiber,🖐,,,
stormfiber,Kya student market open h aj plssssssss bata dey,,,
stormfiber,Waqar Hassan bap jagah live ho gya h,,,
stormfiber,Kia ye poray Pakistan main service provide kar sakta hai,,,
stormfiber,Can you please inbox us your City?,,,
stormfiber,StormFiber Karachi to pura cover ho nahi raha. Faislabad phnch gaye 👍🏻,,,
stormfiber,Syed Shafiq Usman pass pass pohnch he gae hain takreeban,,,
stormfiber,"AOA sir mujhe net connection ki information chahea thi !(ahata Tehsil near HBL bank Katcheri Bazar faisalabad my what's app number
03143171272",,,
stormfiber,"Sure, our team will get back to you.",,,
stormfiber,Usman Yousaf ya laagwa lo. Meri b yahi hai,,,
stormfiber,Talha Ahmad Sahi agya,,,
stormfiber,Zeeshan Ahmad Jatt ustad kia seen hai phir,,,
stormfiber,Bilal Khan Bilal Khan Zeeshan Ahmad Jatt,,,
stormfiber,Armaghan Sarmad,,,
stormfiber,Bilal Anjum FarZan Meer II Noôon Alif,,,
stormfiber,People's colony Gujranwala?,,,
stormfiber,pakistan may peshawar ba hai,,,
stormfiber,"We are in Peshawar, sir.",,,
stormfiber,Best service...few jealous people's cut the wire but now situation is under control,,,
stormfiber,What about johar block 10,,,
stormfiber,Dhoraji?,,,
stormfiber,Good service.,,,
stormfiber,Johar block 1??,,,
stormfiber,"Yes we are operating here, Can you inbox us your contact number please?",,,
stormfiber,Not in my town 😜,,,
stormfiber,Area?,,,
stormfiber,Packing rate cornish sucity,,,
stormfiber,Not in my town 💔,,,
stormfiber,Gulshan e iqbal main available hai,,,
stormfiber,Progress of saadi town cabling work,,,
stormfiber,"What about Al Quresh St, Rashedabad chowk, Multan?",,,
stormfiber,In Planning here.,,,
stormfiber,STORMFIBER.....We have waited alooooooooootttttttttttttt but you are still not here,,,
stormfiber,Maymar?,,,
stormfiber,Malir Mai to ab tak nai ayi ho ge,,,
stormfiber,Not available in MA Jinnah road Gulshan e sardar colony multan,,,
stormfiber,F.b.area blck 7 karachi? or otc refundable h?,,,
stormfiber,Modem has normal copper cable,,,
stormfiber,Wow,,,
stormfiber,Ab kis kam ki ab to pubg he ban hogae,,,
stormfiber,Pubg😞,,,
stormfiber,Hum sign up to karlain laikin aap installation to karlain aik saal sai in progress hai,,,
stormfiber,Tamjeed Jamshed,,,
stormfiber,Rashid Shah iska kuch nhi bany ga Faraz Shahid,,,
stormfiber,Best of luck,,,
stormfiber,Rakia Umaima Shafique Anas Bin Waquar 😂😂,,,
stormfiber,Best service,,,
stormfiber,Stromfiber 🖕🖕🖕,,,
stormfiber,Block 11 Gulshan to cover kerdo poora ..... StormFiber,,,
stormfiber,Aisha Fiyaz,,,
stormfiber,Sabeeh Siddiqui Sanan Riaz,,,
stormfiber,"کراچی کا تو نہیں پتہ مجھے
لاہور میں سٹارم فائبر کی سروسز نمبر ون ہیں ۔
لاہور میں سٹارم فائبر سے اچھا انٹرنیٹ ابھی تک پیدا نہیں ہوا ۔
میں ماڈل ٹاؤن میں رہتا ہوں ۔
عاشق ہوں میں سٹارم فائبر کا
سٹارم فائبر کو تو ایوارڈ ملنا چائیے بہترین سروسز کا

شکریہ",,,
stormfiber,Rana Rajpoot Thank you so much for your appreciation sir.,,,
stormfiber,StormFiber is the best. I'm sure they will resolve it very soon Insha'Allah 😇,,,
stormfiber,Saad Shahid,,,
stormfiber,Why don't installed your own Polls,,,
stormfiber,Ahsan Aslam,,,
stormfiber,"It’s ok to have issues, it is not ok to keep telling your customers to check connectivity issues on their end and send screenshots of their router and connected devices.

Please inform your customers with pending issues and scheduled maintenance in advance rather than posting on Facebook after the complaints hit the ceiling",,,
stormfiber,"Syed Sufyan there was not advance notice given by KE. There has been no scheduled maintenance recently after the transmission upgrade in Karachi some weeks ago.

For complaints if the internet is not working it is good to check the LOS light on the modem which indicates a fiber cut. If this is not lit, and the bill is paid the issue is overwhelmingly inside your home.",,,
stormfiber,And please provide services in scheme 33 properly near KE society to other societies,,,
stormfiber,Pls start wireless services in Lahore,,,
stormfiber,"We provide fiber to the home services. However, our ONT (device) does have a WiFi feature in it.",,,
stormfiber,are you going to provide services to PCSIR Phase 3 (PCSIR staff society college road) soon? It connects with Wapda town.,,,
stormfiber,Tabish Hussain,,,
stormfiber,Please help.,,,
stormfiber,Khizr Farooqui,,,
stormfiber,Zain Abbas Vitally Gracious VG,,,
stormfiber,Muhammad Tariq Shahzad bola tha acha Lgwao,,,
stormfiber,Muneeb Ahmed,,,
stormfiber,Our NOC team is reporting DDos attacks because of which you might be experienced interim bandwidth lags. Our DDos detection system is triggered and the IPs are getting blackholed. We assure you that we are on it and these temporary lags will be resolved soon.,,,
stormfiber,Fahaam Khan you must have a localized speed issue if this wasn't due to the attacks yesterday. Send us your contact and we can advise.,,,
stormfiber,Rabia Mazhar,,,
stormfiber,Immad Mehtab,,,
stormfiber,Arbab Sualeh Bhatti check,,,
stormfiber,When Gulistan e Johar Block 11 Karachi?,,,
stormfiber,Corporation colony?? Dalazak road,,,
stormfiber,Energize On Samanabad Town? Islamia Park area.,,,
stormfiber,What about Johar Block 17 Karachi?,,,
stormfiber,Most of the karachi areas are still uncovered,,,
stormfiber,Shadman town North Karachi,,,
stormfiber,Choubrji Park lahore kindly,,,
stormfiber,Available Bara Road Peshawar???? Near Airport,,,
stormfiber,Shaheen housing Warsak road,,,
stormfiber,"StormFiber
Merbani farma kr pehly lahore complete kr lo
Bad ma efficiency dikhana
Boht sara area abi tak apki services ka wait kr raha
Including me
But ap log seriously ni ly rahy",,,
stormfiber,"Shakeel Malik, we are in planning there. We will contact you as soon as we go live here.",,,
stormfiber,"Iqbal avenue phase 3 , Lahore ???",,,
stormfiber,"Saqlain Malik, we cannot commit any timelines.",,,
stormfiber,For heaven's sake come to bahria town lahore sector F,,,
stormfiber,Y Rana awaiting Bahria town management to provide permission. We cannot estimate.,,,
stormfiber,Available at wapda town taru jabba ??,,,
stormfiber,"Imran Khan, team will guide you on the exact availability.",,,
stormfiber,what about taj abad peshawar......,,,
stormfiber,"Bilal Asif, in planning.",,,
stormfiber,Sir butch villas kab live hon gay ???,,,
stormfiber,"Haroon Khan Gurmani Thank you, our team will contact you.",,,
stormfiber,isra village hyderabad?,,,
stormfiber,Gulshan Ravi Lahore A Block,,,
stormfiber,Chauburji Park Lahore,,,
stormfiber,Krishan Nagar Islampura lahore,,,
stormfiber,please apnay network ko zyada se zayada or tezi se spread krain or ptcl ko juld uz juld finish krain,,,
stormfiber,Please tell us your complete address.,,,
stormfiber,I place order 6 day ago ...my online classes started 3 weeks ago....but you are not working to give connection ...,,,
stormfiber,Ch Usama Aslam sir as per standard SOP it takes 14 working days to deploy a new connection,,,
stormfiber,Kindly start service in safari town bosan road multan thanks,,,
stormfiber,Appreciated.,,,
stormfiber,Awesome work,,,
stormfiber,thats why we love StormFiber,,,
stormfiber,I thought patients aren't allowed to keep their phones at isolation centers?,,,
stormfiber,"very good choice ,. highly appreciated. ptcl will ask always money",,,
stormfiber,WaqasShahnawaz lol shukar,,,
stormfiber,That's really good. Kudos.,,,
stormfiber,Zunera Tariq,,,
stormfiber,Shop pay net lag wana kya is say fax chala jai tea hai kya,,,
stormfiber,Well done stromfiber,,,
stormfiber,LOL :-D Humko Free Do Na Koi Faida Be Ho Tum Logon Ko.,,,
stormfiber,Great initiative. Internet and connectivity has proved to be crucial in quarantines and lockdowns,,,
stormfiber,Please bring Gulshan e Jamal block C,,,
stormfiber,"I'm still waiting on Canal road, Abdullahpur, Faisalabad for it. 😐",,,
stormfiber,Naiki kar darya me daal,,,
stormfiber,For COVID-19 update,,,
stormfiber,Approciated,,,
stormfiber,Liaquatabad ma b service dedo free nhe paiso mahe dedo,,,
stormfiber,Muhammad Sami Malik apne abby ko le k kch expo chla jaa,,,
stormfiber,Very well done💓,,,
stormfiber,well done StormFiber,,,
stormfiber,That’s good effort!,,,
stormfiber,Great Work.....,,,
stormfiber,Umer Zulfiqarmer,,,
stormfiber,"Internet , Device + HD box device , installation = total price ?

2. Share all packages pls

City : gulberg 2 Lahore",,,
stormfiber,Abdullah Ali Khan,,,
stormfiber,Channel list in Lahore?,,,
stormfiber,Noor Mohammad please inbox your query and team will share,,,
stormfiber,Made payment since 3rd June still not installed. Very slow customer services,,,
stormfiber,When is strom fiber coming to Rawalpindi / Islamabad,,,
stormfiber,Available in iqbal town Gujranwala,,,
stormfiber,???,,,
stormfiber,How much for additional hd box per month,,,
stormfiber,"Internet , Device + HD box device , installation = total price ?

2. Share all packages pls

City : karachi north nazimabad block N",,,
stormfiber,Our representative will call you.,,,
stormfiber,Does that mean no monthly charges for life? Just have to buy hd box?,,,
stormfiber,Please inbox us with your contact number and city.,,,
stormfiber,Sir mirpurkhas mae kan araha hai,,,
stormfiber,"We have recorded your request. Your area is currently in planning. Please share your complete address and contact number, so that we can contact you once we go live in your area.",,,
stormfiber,I want to contact you regarding your services. I messaged several times but no one is replying.,,,
stormfiber,Ap load warsak riad pa balmoqabil new city velly pa giber install kar da,,,
stormfiber,Still missing u ppl plz come to Peshawar Gulberg,,,
stormfiber,LDA Ave 1 may Service ha?,,,
stormfiber,What if i buy 5 boxes and give to someone?,,,
stormfiber,"Gulshan-e-Ravi, Lahore Block D-2???",,,
stormfiber,Rao Khalid Saleem,,,
stormfiber,Connection needed anybody there,,,
stormfiber,If you guys plan on delivering it it would be great yeah.,,,
stormfiber,Roohan Chohan we do deploy sir,,,
stormfiber,Send details plz,,,
stormfiber,kab aow ge hamare ghar strom fiber,,,
stormfiber,Services available in swami nagar Lahore ?,,,
stormfiber,Gulshan e maymar karachi me kb tk ainge,,,
stormfiber,Central Government Housing Society Gulshan e Iqbal Block 10 A,,,
stormfiber,I m existing storm fiber customer so how can it benefits me ???,,,
stormfiber,I am interested. Is your service available in lahore. PIA society.?,,,
stormfiber,Muhammad Aashir Khan yeh package se separate wala scene lag raha hai,,,
stormfiber,03312469255,,,
stormfiber,Reply me,,,
stormfiber,In Lahore,,,
stormfiber,Monthly Charges and Channel List for 1 Box,,,
stormfiber,"Can you share the complete package for digital tv or how can I avail this option of getting an hd box as I am not a user of stormfiber yet. I have fiberlink.
I am from Sabzazar Lahore",,,
stormfiber,It can work on any internet?,,,
stormfiber,Wali Ur Rehman Malik no sir will need a StormFiber connection,,,
stormfiber,What is the difference between HD1 and HD2.,,,
stormfiber,A Raza Qureshi,,,
stormfiber,Bilal ViRk Jutt,,,
stormfiber,Any updates on f.b area block 14??,,,
stormfiber,Moor samnabad....??,,,
stormfiber,Can It Work Anywhere Or Just With Your Services,,,
stormfiber,Pl 💪,,,
stormfiber,Plz share further details about the box I am already using sf with tv line what additional advantage with this tv box,,,
stormfiber,is it wireless?,,,
stormfiber,Commercial areas mn kb aya ga apka network like shadbagh china scheem,,,
stormfiber,Is there is any monthly charges,,,
stormfiber,Service in Malir Karachi?,,,
stormfiber,Any netflix shows??,,,
stormfiber,Pechs 6,,,
stormfiber,StormFiber How much with tax ?,,,
stormfiber,Ammar Bokhari u must get dis n get rid of calble...n list of chanels is amazin,,,
stormfiber,Junaid Malik,,,
stormfiber,Syed Abubakar Ikram,,,
stormfiber,I have android led it is necessary to purchase box?,,,
stormfiber,I want to upgrade my connection with HD Box what are the charges.,,,
stormfiber,Already installed (Samanabad Town)?,,,
stormfiber,Harris Hafeez,,,
stormfiber,How many channels and how many tvs can operate per box?,,,
stormfiber,Ali Mohsin Bhagat no sir it’s not recommended. Remote is a learning remote-both TV and box could be controlled by one remote,,,
stormfiber,Excellent services.,,,
stormfiber,Looking forward to buy digital box soon. currently I am user of Stormfiber Internet service.,,,
stormfiber,Ahad Afzal yes it’s a limited time offer be sure to get your box at the earliest 🙂,,,
stormfiber,Kulsoom Zehra Zaidi,,,
stormfiber,Sir maray pass stormfiber ka 10 ka already conection ha just net and phone ye offer maray leay ha kia,,,
stormfiber,Aakash Dewani,,,
stormfiber,Nawab Sakhi Shabaz Bhatti ghar ye lagwa lo with internet,,,
stormfiber,"2900rs for devixe, monthly chages is aplicable 400 rs",,,
stormfiber,What’s the mode of payment and when does one has to pay if one wants to buy this box ?,,,
stormfiber,,,,
stormfiber,Channels list?,,,
stormfiber,Please share the channels list,,,
stormfiber,I want this connection plzz contact me 03217871035,,,
stormfiber,"I want to have it.
Please contact me.",,,
stormfiber,یار کوئ ڈھنگ کے ہالی ووڈ چینلز لگا دو ایکشن والے۔ ایکشن والے چینلز تو اکا دکا ہیں۔,,,
stormfiber,Available in defence karachi,,,
stormfiber,You should start ur tv app like ptcl smart tv app,,,
stormfiber,Abdullah Tahir Shah,,,
stormfiber,Do you have any option to provide only internet connection without other services.,,,
stormfiber,Channel list Karachi city,,,
stormfiber,is there any monthly charges for the 2nd hd box and what about the cost include tax,,,
stormfiber,Inbox me the channel list,,,
stormfiber,Service available in sector 11-H North Karachi,,,
stormfiber,Aqeel Ahmad,,,
stormfiber,3000 one month ko =da gaa,,,
stormfiber,"Channal List.
Garden town Lahore",,,
stormfiber,"This is what has happened to me today. Woke up with News of Solar Eclipse, Longest day of the year and ofcourse Father's day. Kudos to Stormfiber.com for getting all the information on time. Peace",,,
stormfiber,Plz share ur Pkgs with me,,,
stormfiber,Can you please inbox us your contact details and city.,,,
stormfiber,What about saadi town kci,,,
stormfiber,Kia Pakistan steel steel town me apka internet available hey plz answer,,,
stormfiber,Rizvia society nazimabad no 1,,,
stormfiber,Jamshed Road No.2,,,
stormfiber,3rd Option Non Of Them :-D Gaming ;),,,
stormfiber,Start Video on demand feature like nayatel,,,
stormfiber,"My suggestion...plz play channel with Pakistani movies and stage dramas.
And also English movie on damand channel
Aur new English movie channels as u have bravo...but it play old ones....",,,
stormfiber,Is there a way to have movie on demand?,,,
stormfiber,Start best Tv drama series and movies,,,
stormfiber,What about cable movie I mean with out HD box,,,
stormfiber,Gaming.,,,
stormfiber,"Add another poll

=> Waiting for stormfiber services",,,
stormfiber,I want the list of TV Channels provided by you.,,,
stormfiber,Muhammad Sarfraz Sharif please inbox us your city,,,
stormfiber,Kiny add stormfiber billing to easypaisa,,,
stormfiber,Gulshan e Maymar arhye ho ya soocaadee karlun mein Phankay say latak kay?,,,
stormfiber,Netflix,,,
stormfiber,"We have requested to extend your coverage area long ago , i think we need a poll for that too",,,
stormfiber,"Nation geographic, history hd channel infotainment channels should be in English",,,
stormfiber,Games with the boysss,,,
stormfiber,Watching movies,,,
stormfiber,Kindly send include Discovery channel in your hd box channels list.,,,
stormfiber,Saib Raza Khan,,,
stormfiber,Add a pole of waiting for connection..!,,,
stormfiber,Plz add movie channels in tv please,,,
stormfiber,By sleeping all day and eating junk food while watching trt ertugrul and narcos mexico,,,
stormfiber,Strom Fiber bhai bata do scheme 33 jahangir town me service hai apki,,,
stormfiber,add third option : Gaming,,,
stormfiber,"List of TV channels available on your HD box, please ?",,,
stormfiber,"Muhammad Shahmil Khan, please check inbox.",,,
stormfiber,By waiting for your services here in Garden East Karachi !,,,
stormfiber,I want the list of TV Channels provided by you. Karachi,,,
stormfiber,List of channels list,,,
stormfiber,Kindly provide up dated channel list in karachi,,,
stormfiber,How can I watch movies on hd box StormFiber,,,
stormfiber,Opf colony pesh 🙏🙏🙏🙏🙏😓😓😓,,,
stormfiber,nowshera ka no konse saal mein hai? 2020 mein hi ya 2050 mein?,,,
stormfiber,"We will keep you posted, ma'am.",,,
stormfiber,"PLEASE GARDEN WEST , KARACHI",,,
stormfiber,Sir what about Gulshan-e-maymar?,,,
stormfiber,RESPECT StormFiber FEW week back i just requested tht kindly provide connection to yakatoot munda bari.,,,
stormfiber,"We will keep you updated, sir.",,,
stormfiber,Bring it to model town link road lahore,,,
stormfiber,What abt Afridi garhi gulbahar,,,
stormfiber,Kohati chowk Mai ajoa. 😒,,,
stormfiber,Bahria Town Lahore?,,,
stormfiber,"Can you guys extend your network to my street? Like two streets away there is stormfiber and we don't have it, even after requesting many time.",,,
stormfiber,Gulbahar,,,
stormfiber,"What about Saadi Town , Karachi ? #stormfiber",,,
stormfiber,Dont forget 2nd largest city Of KP Mardan!,,,
stormfiber,Kia kishto par kam jari ha. Karachi ke dil karachi port area me to ha nahi or peshawar pahunch gaye,,,
stormfiber,"In planning, sir.",,,
